id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flows_limit_compact_method
109,wind,2030,1,125,125,-0.6345875546929215
110,wind,2030,1,126,126,-0.6345875546929215
111,wind,2030,1,127,127,-0.6345875546929215
112,wind,2030,1,128,128,-0.6345875546929215
113,wind,2030,1,129,129,-0.6345875546929215
114,wind,2030,1,130,130,-0.6345875546929215
115,wind,2030,1,131,131,-0.6345875546929215
116,wind,2030,1,132,132,-0.6345875546929215
117,wind,2030,1,133,133,-0.6345875546929215
118,wind,2030,1,134,134,-0.6345875546929215
119,wind,2030,1,135,135,-0.6345875546929215
120,wind,2030,1,136,136,-0.6345875546929215
121,wind,2030,1,137,137,-0.6345875546929215
122,wind,2030,1,138,138,-0.6345875546929215
123,wind,2030,1,139,139,-0.6345875546929215
124,wind,2030,1,140,140,-0.6345875546929215
125,wind,2030,1,141,141,-0.6345875546929215
126,wind,2030,1,142,142,-0.6345875546929215
127,wind,2030,1,143,143,-0.6345875546929215
128,wind,2030,1,144,144,-0.6345875546929215
129,wind,2030,1,145,145,-0.6345875546929215
130,wind,2030,1,146,146,-0.6345875546929215
131,wind,2030,1,147,147,-0.6345875546929215
132,wind,2030,1,148,148,-0.6345875546929215
133,wind,2030,1,149,149,-0.6239769900617249
134,wind,2030,1,150,150,-0.6239769900617249
135,wind,2030,1,151,151,-0.6239769900617249
136,wind,2030,1,152,152,-0.6345875546929215
137,wind,2030,1,153,153,-0.6345875546929215
138,wind,2030,1,154,154,-0.6345875546929215
139,wind,2030,1,155,155,-0.6345875546929215
140,wind,2030,1,156,156,-0.6345875546929215
141,wind,2030,1,157,157,-0.6345875546929215
142,wind,2030,1,158,158,-0.6345875546929215
143,wind,2030,1,159,159,-0.6345875546929215
144,wind,2030,1,160,160,-0.6345875546929215
145,wind,2030,1,161,161,-0.6345875546929215
146,wind,2030,1,162,162,-0.6345875546929215
147,wind,2030,1,163,163,-0.6345875546929215
148,wind,2030,1,164,164,-0.6345875546929215
149,wind,2030,1,165,165,-0.6345875546929215
150,wind,2030,1,166,166,-0.6345875546929215
151,wind,2030,1,167,167,-0.6345875546929215
152,wind,2030,1,168,168,-0.6345875546929215
153,wind,2030,1,169,169,-0.6345875546929215
154,wind,2030,1,170,170,-0.6345875546929215
155,wind,2030,1,171,171,-0.6345875546929215
156,wind,2030,1,172,172,-0.6345875546929215
157,wind,2030,1,173,173,-0.6345875546929215
158,wind,2030,1,174,174,-0.6345875546929215
159,wind,2030,1,175,175,-0.6345875546929215
160,wind,2030,1,176,176,-0.6345875546929215
161,wind,2030,1,177,177,-0.6345875546929215
162,wind,2030,1,178,178,-0.6345875546929215
163,wind,2030,1,179,179,-0.6345875546929215
164,wind,2030,1,180,180,-0.6345875546929215
165,wind,2030,1,181,181,-0.6345875546929215
166,wind,2030,1,182,182,-0.6345875546929215
167,wind,2030,1,183,183,-0.6345875546929215
168,wind,2030,1,184,184,-0.6345875546929215
169,wind,2030,1,185,185,-0.6345875546929215
170,wind,2030,1,186,186,-0.6345875546929215
171,wind,2030,1,187,187,-0.6345875546929215
172,wind,2030,1,188,188,-0.6345875546929215
173,wind,2030,1,189,189,-0.6345875546929215
174,wind,2030,1,190,190,-0.6345875546929215
175,wind,2030,1,191,191,-0.6345875546929215
176,wind,2030,1,192,192,-0.6345875546929215
177,wind,2030,1,193,193,-0.6345875546929215
178,wind,2030,1,194,194,-0.6345875546929215
179,wind,2030,1,195,195,-0.6345875546929215
180,wind,2030,1,196,196,-0.6345875546929215
181,wind,2030,1,197,197,-0.6345875546929215
182,wind,2030,1,198,198,-0.6345875546929215
183,wind,2030,1,199,199,-0.6345875546929215
184,wind,2030,1,200,200,-0.6345875546929215
185,wind,2030,1,201,201,-0.6345875546929215
186,wind,2030,1,202,202,-0.6239769900617249
187,wind,2030,1,203,203,-0.6345875546929215
188,wind,2030,1,204,204,-0.6345875546929215
189,wind,2030,1,205,205,-0.6345875546929215
190,wind,2030,1,206,206,-0.6345875546929215
191,wind,2030,1,207,207,-0.6345875546929215
192,wind,2030,1,208,208,-0.6345875546929215
193,wind,2030,1,209,209,-0.6345875546929215
194,wind,2030,1,210,210,-0.6345875546929215
195,wind,2030,1,211,211,0.0
196,wind,2030,1,212,212,0.0
197,wind,2030,1,213,213,0.0
198,wind,2030,1,214,214,0.0
199,wind,2030,1,215,215,0.0
200,wind,2030,1,216,216,0.0
201,wind,2030,1,217,217,0.0
202,wind,2030,1,218,218,0.0
203,wind,2030,1,219,219,0.0
204,wind,2030,1,220,220,0.0
205,wind,2030,1,221,221,0.0
206,wind,2030,1,222,222,0.0
207,wind,2030,1,223,223,0.0
208,wind,2030,1,224,224,0.0
209,wind,2030,1,225,225,0.0
210,wind,2030,1,226,226,0.0
211,wind,2030,1,227,227,0.0
212,wind,2030,1,228,228,0.0
213,wind,2030,1,229,229,0.0
214,wind,2030,1,230,230,0.0
215,wind,2030,1,231,231,0.0
216,wind,2030,1,232,232,0.0
217,wind,2030,1,233,233,0.0
218,wind,2030,1,234,234,-0.6239769900617249
219,wind,2030,1,235,235,-0.6345875546929215
220,wind,2030,1,236,236,-0.6345875546929215
221,wind,2030,1,237,237,-0.6345875546929215
222,wind,2030,1,238,238,-0.6345875546929215
223,wind,2030,1,239,239,-0.6345875546929215
224,wind,2030,1,240,240,-0.6345875546929215
225,wind,2030,1,241,241,-0.6345875546929215
226,wind,2030,1,242,242,-0.6345875546929215
227,wind,2030,1,243,243,-0.6345875546929215
228,wind,2030,1,244,244,-0.6345875546929215
229,wind,2030,1,245,245,-0.6345875546929215
230,wind,2030,1,246,246,-0.6345875546929215
231,wind,2030,1,247,247,-0.6345875546929215
232,wind,2030,1,248,248,-0.6345875546929215
233,wind,2030,1,249,249,-0.6345875546929215
234,wind,2030,1,250,250,-0.6345875546929215
235,wind,2030,1,251,251,-0.6345875546929215
236,wind,2030,1,252,252,-0.6345875546929215
237,wind,2030,1,253,253,0.0
238,wind,2030,1,254,254,0.0
239,wind,2030,1,255,255,0.0
240,wind,2030,1,256,256,0.0
241,wind,2030,1,257,257,0.0
242,wind,2030,1,258,258,0.0
243,wind,2030,1,259,259,0.0
244,wind,2030,1,260,260,0.0
245,wind,2030,1,261,261,0.0
246,wind,2030,1,262,262,0.0
247,wind,2030,1,263,263,-0.6345875546929215
248,wind,2030,1,264,264,-0.6345875546929215
249,wind,2030,1,265,265,-0.6345875546929215
250,wind,2030,1,266,266,-0.6345875546929215
251,wind,2030,1,267,267,-0.6345875546929215
252,wind,2030,1,268,268,-0.6345875546929215
253,wind,2030,1,269,269,-0.6345875546929215
254,wind,2030,1,270,270,-0.6345875546929215
255,wind,2030,1,271,271,-0.6345875546929215
256,wind,2030,1,272,272,-0.6345875546929215
257,wind,2030,1,273,273,-0.6345875546929215
258,wind,2030,1,274,274,-0.6345875546929215
259,wind,2030,1,275,275,-0.6345875546929215
260,wind,2030,1,276,276,-0.6345875546929215
261,wind,2030,1,277,277,-0.6345875546929215
262,wind,2030,1,278,278,-0.6345875546929215
263,wind,2030,1,279,279,-0.6345875546929215
264,wind,2030,1,280,280,-0.6345875546929215
265,wind,2030,1,281,281,-0.6345875546929215
266,wind,2030,1,282,282,-0.6345875546929215
267,wind,2030,1,283,283,-0.6345875546929215
268,wind,2030,1,284,284,-0.6345875546929215
269,wind,2030,1,285,285,-0.6345875546929215
270,wind,2030,1,286,286,-0.6345875546929215
271,wind,2030,1,287,287,-0.6345875546929215
272,wind,2030,1,288,288,-0.6345875546929215
273,wind,2030,1,289,289,-0.6345875546929215
274,wind,2030,1,290,290,-0.6345875546929215
275,wind,2030,1,291,291,-0.6345875546929215
276,wind,2030,1,292,292,-0.6345875546929215
277,wind,2030,1,293,293,-0.6345875546929215
278,wind,2030,1,294,294,-0.6345875546929215
279,wind,2030,1,295,295,-0.6345875546929215
280,wind,2030,1,296,296,-0.6345875546929215
281,wind,2030,1,297,297,-0.6345875546929215
282,wind,2030,1,298,298,-0.6345875546929215
283,wind,2030,1,299,299,-0.6345875546929215
284,wind,2030,1,300,300,-0.6345875546929215
285,wind,2030,1,301,301,-0.6345875546929215
286,wind,2030,1,302,302,-0.6345875546929215
287,wind,2030,1,303,303,-0.6345875546929215
288,wind,2030,1,304,304,-0.6345875546929215
289,wind,2030,1,305,305,-0.6345875546929215
290,wind,2030,1,306,306,-0.6345875546929215
291,wind,2030,1,307,307,-0.6345875546929215
292,wind,2030,1,308,308,-0.6345875546929215
293,wind,2030,1,309,309,-0.6345875546929215
294,wind,2030,1,310,310,-0.6345875546929215
295,wind,2030,1,311,311,-0.6345875546929215
296,wind,2030,1,312,312,-0.6345875546929215
297,wind,2030,1,313,313,-0.6345875546929215
298,wind,2030,1,314,314,-0.6345875546929215
299,wind,2030,1,315,315,-0.6345875546929215
300,wind,2030,1,316,316,-0.6345875546929215
301,wind,2030,1,317,317,-0.6345875546929215
302,wind,2030,1,318,318,-0.6345875546929215
303,wind,2030,1,319,319,-0.6345875546929215
304,wind,2030,1,320,320,-0.6345875546929215
305,wind,2030,1,321,321,-0.6345875546929215
306,wind,2030,1,322,322,-0.6345875546929215
307,wind,2030,1,323,323,-0.6345875546929215
308,wind,2030,1,324,324,-0.6345875546929215
309,wind,2030,1,325,325,-0.6345875546929215
310,wind,2030,1,326,326,-0.6345875546929215
311,wind,2030,1,327,327,-0.6345875546929215
312,wind,2030,1,328,328,-0.6345875546929215
313,wind,2030,1,329,329,-0.6345875546929215
314,wind,2030,1,330,330,-0.6345875546929215
315,wind,2030,1,331,331,-0.6239769900617249
316,wind,2030,1,332,332,-0.6239769900617249
317,wind,2030,1,333,333,0.0
318,wind,2030,1,334,334,0.0
319,wind,2030,1,335,335,0.0
320,wind,2030,1,336,336,-0.6239769900617249
321,wind,2030,1,337,337,-0.6239769900617249
322,wind,2030,1,338,338,-0.6345875546929215
323,wind,2030,1,339,339,-0.6345875546929215
324,wind,2030,1,340,340,-0.6345875546929215
325,wind,2030,1,341,341,-0.6345875546929215
326,wind,2030,1,342,342,-0.6345875546929215
327,wind,2030,1,343,343,-0.6345875546929215
328,wind,2030,1,344,344,-0.6345875546929215
329,wind,2030,1,345,345,-0.6345875546929215
330,wind,2030,1,346,346,-0.6345875546929215
331,wind,2030,1,347,347,-0.6345875546929215
332,wind,2030,1,348,348,-0.6345875546929215
333,wind,2030,1,349,349,-0.6345875546929215
334,wind,2030,1,350,350,-0.6345875546929215
335,wind,2030,1,351,351,-0.6345875546929215
336,wind,2030,1,352,352,-0.6345875546929215
337,wind,2030,1,353,353,-0.6345875546929215
338,wind,2030,1,354,354,-0.6345875546929215
339,wind,2030,1,355,355,-0.6345875546929215
340,wind,2030,1,356,356,-0.6345875546929215
341,wind,2030,1,357,357,-0.6345875546929215
342,wind,2030,1,358,358,-0.6345875546929215
343,wind,2030,1,359,359,-0.6345875546929215
344,wind,2030,1,360,360,-0.6345875546929215
345,wind,2030,1,361,361,-0.6345875546929215
346,wind,2030,1,362,362,-0.6239769900617249
347,wind,2030,1,363,363,0.0
348,wind,2030,1,364,364,0.0
349,wind,2030,1,365,365,0.0
350,wind,2030,1,366,366,0.0
351,wind,2030,1,367,367,0.0
352,wind,2030,1,368,368,0.0
353,wind,2030,1,369,369,0.0
354,wind,2030,1,370,370,0.0
355,wind,2030,1,371,371,-0.6345875546929215
356,wind,2030,1,372,372,-0.6345875546929215
357,wind,2030,1,373,373,-0.6345875546929215
358,wind,2030,1,374,374,-0.6345875546929215
359,wind,2030,1,375,375,-0.6239769900617249
360,wind,2030,1,376,376,0.0
361,wind,2030,1,377,377,0.0
362,wind,2030,1,378,378,0.0
363,wind,2030,1,379,379,0.0
364,wind,2030,1,380,380,0.0
365,wind,2030,1,381,381,0.0
366,wind,2030,1,382,382,0.0
367,wind,2030,1,383,383,0.0
368,wind,2030,1,384,384,0.0
369,wind,2030,1,385,385,0.0
370,wind,2030,1,386,386,0.0
371,wind,2030,1,387,387,-0.6345875546929215
372,wind,2030,1,388,388,-0.6345875546929215
373,wind,2030,1,389,389,-0.6345875546929215
374,wind,2030,1,390,390,-0.6239769900617249
375,wind,2030,1,391,391,0.0
376,wind,2030,1,392,392,0.0
377,wind,2030,1,393,393,0.0
378,wind,2030,1,394,394,-0.6239769900617249
379,wind,2030,1,395,395,-0.6345875546929215
380,wind,2030,1,396,396,-0.6345875546929215
381,wind,2030,1,397,397,-0.6345875546929215
382,wind,2030,1,398,398,-0.6345875546929215
383,wind,2030,1,399,399,-0.6345875546929215
384,wind,2030,1,400,400,-0.6345875546929215
385,wind,2030,1,401,401,-0.6345875546929215
386,wind,2030,1,402,402,-0.6345875546929215
387,wind,2030,1,403,403,-0.6345875546929215
388,wind,2030,1,404,404,-0.6345875546929215
389,wind,2030,1,405,405,-0.6345875546929215
390,wind,2030,1,406,406,-0.6345875546929215
391,wind,2030,1,407,407,-0.6345875546929215
392,wind,2030,1,408,408,-0.6345875546929215
393,wind,2030,1,409,409,-0.6345875546929215
394,wind,2030,1,410,410,-0.6345875546929215
395,wind,2030,1,411,411,-0.6345875546929215
396,wind,2030,1,412,412,-0.6345875546929215
397,wind,2030,1,413,413,-0.6345875546929215
398,wind,2030,1,414,414,-0.6345875546929215
399,wind,2030,1,415,415,-0.6345875546929215
400,wind,2030,1,416,416,-0.6345875546929215
401,wind,2030,1,417,417,-0.6345875546929215
402,wind,2030,1,418,418,-0.6345875546929215
403,wind,2030,1,419,419,-0.6345875546929215
404,wind,2030,1,420,420,-0.6345875546929215
405,wind,2030,1,421,421,-0.6345875546929215
406,wind,2030,1,422,422,-0.6345875546929215
407,wind,2030,1,423,423,-0.6345875546929215
408,wind,2030,1,424,424,-0.6345875546929215
409,wind,2030,1,425,425,-0.6239769900617249
410,wind,2030,1,426,426,-0.6239769900617249
411,wind,2030,1,427,427,-0.6239769900617249
412,wind,2030,1,428,428,-0.6239769900617249
413,wind,2030,1,429,429,-0.6239769900617249
414,wind,2030,1,430,430,0.0
415,wind,2030,1,431,431,0.0
416,wind,2030,1,432,432,0.0
417,wind,2030,1,433,433,0.0
418,wind,2030,1,434,434,0.0
419,wind,2030,1,435,435,-0.6239769900617249
420,wind,2030,1,436,436,-0.6345875546929215
421,wind,2030,1,437,437,-0.6345875546929215
422,wind,2030,1,438,438,-0.6345875546929215
423,wind,2030,1,439,439,-0.6345875546929215
424,wind,2030,1,440,440,-0.6345875546929215
425,wind,2030,1,441,441,-0.6345875546929215
426,wind,2030,1,442,442,-0.6239769900617249
427,wind,2030,1,443,443,0.0
428,wind,2030,1,444,444,0.0
429,wind,2030,1,445,445,0.0
430,wind,2030,1,446,446,0.0
431,wind,2030,1,447,447,0.0
432,wind,2030,1,448,448,0.0
433,wind,2030,1,449,449,0.0
434,wind,2030,1,450,450,0.0
435,wind,2030,1,451,451,0.0
436,wind,2030,1,452,452,0.0
437,wind,2030,1,453,453,0.0
438,wind,2030,1,454,454,0.0
439,wind,2030,1,455,455,0.0
440,wind,2030,1,456,456,0.0
441,wind,2030,1,457,457,0.0
442,wind,2030,1,458,458,0.0
443,wind,2030,1,459,459,-0.6239769900617249
444,wind,2030,1,460,460,-0.6345875546929215
445,wind,2030,1,461,461,-0.6345875546929215
446,wind,2030,1,462,462,-0.6345875546929215
447,wind,2030,1,463,463,-0.6345875546929215
448,wind,2030,1,464,464,-0.6345875546929215
449,wind,2030,1,465,465,-0.6345875546929215
450,wind,2030,1,466,466,-0.6239769900617249
451,wind,2030,1,467,467,-0.6239769900617249
452,wind,2030,1,468,468,0.0
453,wind,2030,1,469,469,0.0
454,wind,2030,1,470,470,0.0
455,wind,2030,1,471,471,0.0
456,wind,2030,1,472,472,0.0
457,wind,2030,1,473,473,0.0
458,wind,2030,1,474,474,0.0
459,wind,2030,1,475,475,0.0
460,wind,2030,1,476,476,0.0
461,wind,2030,1,477,477,-0.6345875546929215
462,wind,2030,1,478,478,-0.6345875546929215
463,wind,2030,1,479,479,-0.6345875546929215
464,wind,2030,1,480,480,-0.6345875546929215
465,wind,2030,1,481,481,-0.6345875546929215
466,wind,2030,1,482,482,-0.6345875546929215
467,wind,2030,1,483,483,-0.6345875546929215
468,wind,2030,1,484,484,-0.6345875546929215
469,wind,2030,1,485,485,-0.6345875546929215
470,wind,2030,1,486,486,-0.6345875546929215
471,wind,2030,1,487,487,-0.7603227455726012
472,wind,2030,1,488,488,-0.7603227455726012
473,wind,2030,1,489,489,-0.7603227455726012
474,wind,2030,1,490,490,-0.7603227455726012
475,wind,2030,1,491,491,-0.7603227455726012
476,wind,2030,1,492,492,-0.7603227455726012
477,wind,2030,1,493,493,-0.7603227455726012
478,wind,2030,1,494,494,-0.7603227455726012
479,wind,2030,1,495,495,-0.7603227455726012
480,wind,2030,1,496,496,-0.7603227455726012
481,wind,2030,1,497,497,-0.7603227455726012
482,wind,2030,1,498,498,-0.7603227455726012
483,wind,2030,1,499,499,-0.7603227455726012
484,wind,2030,1,500,500,-0.7603227455726012
485,wind,2030,1,501,501,-0.7603227455726012
486,wind,2030,1,502,502,-0.7603227455726012
487,wind,2030,1,503,503,-0.6345875546929215
488,wind,2030,1,504,504,-0.6345875546929215
489,wind,2030,1,505,505,-0.6345875546929215
490,wind,2030,1,506,506,-0.6345875546929215
491,wind,2030,1,507,507,-0.6345875546929215
492,wind,2030,1,508,508,-0.6345875546929215
493,wind,2030,1,509,509,-0.6345875546929215
494,wind,2030,1,510,510,-0.6345875546929215
495,wind,2030,1,511,511,-0.7603227455726012
496,wind,2030,1,512,512,-0.7603227455726012
497,wind,2030,1,513,513,-0.7603227455726012
498,wind,2030,1,514,514,-0.7603227455726012
499,wind,2030,1,515,515,-0.6345875546929215
500,wind,2030,1,516,516,-0.6345875546929215
501,wind,2030,1,517,517,-0.6345875546929215
502,wind,2030,1,518,518,-0.6345875546929215
503,wind,2030,1,519,519,-0.7603227455726012
504,wind,2030,1,520,520,-0.7603227455726012
505,wind,2030,1,521,521,-0.7603227455726012
506,wind,2030,1,522,522,-0.7603227455726012
507,wind,2030,1,523,523,-0.7603227455726012
508,wind,2030,1,524,524,-0.6345875546929215
509,wind,2030,1,525,525,-0.6345875546929215
510,wind,2030,1,526,526,-0.6345875546929215
511,wind,2030,1,527,527,-0.6345875546929215
512,wind,2030,1,528,528,-0.6345875546929215
513,wind,2030,1,529,529,-0.6345875546929215
514,wind,2030,1,530,530,-0.6345875546929215
515,wind,2030,1,531,531,-0.6345875546929215
516,wind,2030,1,532,532,-0.6345875546929215
517,wind,2030,1,533,533,-0.6345875546929215
518,wind,2030,1,534,534,-0.6345875546929215
519,wind,2030,1,535,535,-0.6345875546929215
520,wind,2030,1,536,536,-0.6345875546929215
521,wind,2030,1,537,537,-0.6345875546929215
522,wind,2030,1,538,538,-0.6345875546929215
523,wind,2030,1,539,539,-0.6345875546929215
524,wind,2030,1,540,540,-0.6345875546929215
525,wind,2030,1,541,541,-0.6345875546929215
526,wind,2030,1,542,542,-0.6345875546929215
527,wind,2030,1,543,543,-0.6345875546929215
528,wind,2030,1,544,544,-0.6345875546929215
529,wind,2030,1,545,545,-0.6345875546929215
530,wind,2030,1,546,546,-0.6345875546929215
531,wind,2030,1,547,547,-0.6345875546929215
532,wind,2030,1,548,548,-0.6345875546929215
533,wind,2030,1,549,549,-0.6345875546929215
534,wind,2030,1,550,550,-0.6345875546929215
535,wind,2030,1,551,551,-0.6345875546929215
536,wind,2030,1,552,552,-0.6345875546929215
537,wind,2030,1,553,553,-0.6345875546929215
538,wind,2030,1,554,554,-0.6345875546929215
539,wind,2030,1,555,555,-0.6345875546929215
540,wind,2030,1,556,556,-0.6345875546929215
541,wind,2030,1,557,557,-0.6345875546929215
542,wind,2030,1,558,558,-0.6345875546929215
543,wind,2030,1,559,559,-0.6345875546929215
544,wind,2030,1,560,560,-0.6345875546929215
545,wind,2030,1,561,561,-0.6345875546929215
546,wind,2030,1,562,562,-0.6345875546929215
547,wind,2030,1,563,563,-0.6345875546929215
548,wind,2030,1,564,564,-0.6345875546929215
549,wind,2030,1,565,565,-0.6345875546929215
550,wind,2030,1,566,566,-0.6345875546929215
551,wind,2030,1,567,567,-0.6345875546929215
552,wind,2030,1,568,568,-0.6345875546929215
553,wind,2030,1,569,569,-0.6345875546929215
554,wind,2030,1,570,570,-0.6345875546929215
555,wind,2030,1,571,571,-0.6345875546929215
556,wind,2030,1,572,572,-0.6345875546929215
557,wind,2030,1,573,573,-0.6345875546929215
558,wind,2030,1,574,574,-0.6345875546929215
559,wind,2030,1,575,575,-0.6345875546929215
560,wind,2030,1,576,576,-0.6345875546929215
561,wind,2030,1,577,577,-0.6345875546929215
562,wind,2030,1,578,578,-0.6345875546929215
563,wind,2030,1,579,579,-0.6345875546929215
564,wind,2030,1,580,580,-0.6345875546929215
565,wind,2030,1,581,581,-0.6345875546929215
566,wind,2030,1,582,582,-0.6345875546929215
567,wind,2030,1,583,583,-0.6345875546929215
568,wind,2030,1,584,584,-0.6345875546929215
569,wind,2030,1,585,585,-0.6345875546929215
570,wind,2030,1,586,586,-0.6345875546929215
571,wind,2030,1,587,587,-0.6345875546929215
572,wind,2030,1,588,588,-0.6345875546929215
573,wind,2030,1,589,589,-0.6345875546929215
574,wind,2030,1,590,590,-0.6345875546929215
575,wind,2030,1,591,591,-0.6345875546929215
576,wind,2030,1,592,592,-0.6345875546929215
577,wind,2030,1,593,593,-0.6345875546929215
578,wind,2030,1,594,594,-0.6345875546929215
579,wind,2030,1,595,595,-0.6345875546929215
580,wind,2030,1,596,596,-0.6345875546929215
581,wind,2030,1,597,597,-0.6345875546929215
582,wind,2030,1,598,598,-0.6345875546929215
583,wind,2030,1,599,599,-0.6345875546929215
584,wind,2030,1,600,600,-0.6345875546929215
585,wind,2030,1,601,601,-0.6345875546929215
586,wind,2030,1,602,602,-0.6345875546929215
587,wind,2030,1,603,603,-0.6345875546929215
588,wind,2030,1,604,604,-0.6345875546929215
589,wind,2030,1,605,605,-0.6345875546929215
590,wind,2030,1,606,606,-0.6345875546929215
591,wind,2030,1,607,607,-0.6345875546929215
592,wind,2030,1,608,608,-0.6345875546929215
593,wind,2030,1,609,609,-0.6345875546929215
594,wind,2030,1,610,610,-0.6345875546929215
595,wind,2030,1,611,611,-0.6345875546929215
596,wind,2030,1,612,612,-0.6345875546929215
597,wind,2030,1,613,613,-0.6345875546929215
598,wind,2030,1,614,614,-0.6345875546929215
599,wind,2030,1,615,615,-0.6345875546929215
600,wind,2030,1,616,616,-0.6345875546929215
601,wind,2030,1,617,617,-0.6345875546929215
602,wind,2030,1,618,618,-0.6345875546929215
603,wind,2030,1,619,619,-0.6345875546929215
604,wind,2030,1,620,620,-0.6345875546929215
