profile_name,year,rep_period,timestep,value
availability2030-2050-wind25,2030,1,83,0.428
availability2030-2050-wind25,2030,1,84,0.411
availability2030-2050-wind25,2030,1,85,0.407
availability2030-2050-wind25,2030,1,86,0.421
availability2030-2050-wind25,2030,1,87,0.449
availability2030-2050-wind25,2030,1,88,0.495
availability2030-2050-wind25,2030,1,89,0.532
availability2030-2050-wind25,2030,1,90,0.565
availability2030-2050-wind25,2030,1,91,0.624
availability2030-2050-wind25,2030,1,92,0.670
availability2030-2050-wind25,2030,1,93,0.680
availability2030-2050-wind25,2030,1,94,0.663
availability2030-2050-wind25,2030,1,95,0.648
availability2030-2050-wind25,2030,1,96,0.678
availability2030-2050-wind25,2030,1,97,0.710
availability2030-2050-wind25,2030,1,98,0.745
availability2030-2050-wind25,2030,1,99,0.781
availability2030-2050-wind25,2030,1,100,0.829
availability2030-2050-wind25,2030,1,101,0.864
availability2030-2050-wind25,2030,1,102,0.884
availability2030-2050-wind25,2030,1,103,0.901
availability2030-2050-wind25,2030,1,104,0.902
availability2030-2050-wind25,2030,1,105,0.882
availability2030-2050-wind25,2030,1,106,0.862
availability2030-2050-wind25,2030,1,107,0.822
availability2030-2050-wind25,2030,1,108,0.831
availability2030-2050-wind25,2030,1,109,0.830
availability2030-2050-wind25,2030,1,110,0.829
availability2030-2050-wind25,2030,1,111,0.834
availability2030-2050-wind25,2030,1,112,0.845
availability2030-2050-wind25,2030,1,113,0.853
availability2030-2050-wind25,2030,1,114,0.837
availability2030-2050-wind25,2030,1,115,0.839
availability2030-2050-wind25,2030,1,116,0.838
availability2030-2050-wind25,2030,1,117,0.815
availability2030-2050-wind25,2030,1,118,0.813
availability2030-2050-wind25,2030,1,119,0.796
availability2030-2050-wind25,2030,1,120,0.797
availability2030-2050-wind25,2030,1,121,0.785
availability2030-2050-wind25,2030,1,122,0.770
availability2030-2050-wind25,2030,1,123,0.770
availability2030-2050-wind25,2030,1,124,0.764
availability2030-2050-wind25,2030,1,125,0.753
availability2030-2050-wind25,2030,1,126,0.752
availability2030-2050-wind25,2030,1,127,0.745
availability2030-2050-wind25,2030,1,128,0.726
availability2030-2050-wind25,2030,1,129,0.702
availability2030-2050-wind25,2030,1,130,0.684
availability2030-2050-wind25,2030,1,131,0.645
availability2030-2050-wind25,2030,1,132,0.628
availability2030-2050-wind25,2030,1,133,0.611
availability2030-2050-wind25,2030,1,134,0.605
availability2030-2050-wind25,2030,1,135,0.614
availability2030-2050-wind25,2030,1,136,0.634
availability2030-2050-wind25,2030,1,137,0.654
availability2030-2050-wind25,2030,1,138,0.669
availability2030-2050-wind25,2030,1,139,0.673
availability2030-2050-wind25,2030,1,140,0.676
availability2030-2050-wind25,2030,1,141,0.675
availability2030-2050-wind25,2030,1,142,0.673
availability2030-2050-wind25,2030,1,143,0.668
availability2030-2050-wind25,2030,1,144,0.670
availability2030-2050-wind25,2030,1,145,0.667
availability2030-2050-wind25,2030,1,146,0.664
availability2030-2050-wind25,2030,1,147,0.668
availability2030-2050-wind25,2030,1,148,0.676
availability2030-2050-wind25,2030,1,149,0.681
availability2030-2050-wind25,2030,1,150,0.682
availability2030-2050-wind25,2030,1,151,0.699
availability2030-2050-wind25,2030,1,152,0.719
availability2030-2050-wind25,2030,1,153,0.728
availability2030-2050-wind25,2030,1,154,0.730
availability2030-2050-wind25,2030,1,155,0.700
availability2030-2050-wind25,2030,1,156,0.671
availability2030-2050-wind25,2030,1,157,0.631
availability2030-2050-wind25,2030,1,158,0.604
availability2030-2050-wind25,2030,1,159,0.597
availability2030-2050-wind25,2030,1,160,0.608
availability2030-2050-wind25,2030,1,161,0.626
availability2030-2050-wind25,2030,1,162,0.644
availability2030-2050-wind25,2030,1,163,0.658
availability2030-2050-wind25,2030,1,164,0.668
availability2030-2050-wind25,2030,1,165,0.658
availability2030-2050-wind25,2030,1,166,0.652
availability2030-2050-wind25,2030,1,167,0.589
availability2030-2050-wind25,2030,1,168,0.574
availability2030-2050-wind25,2030,1,169,0.568
availability2030-2050-wind25,2030,1,170,0.584
availability2030-2050-wind25,2030,1,171,0.600
availability2030-2050-wind25,2030,1,172,0.602
availability2030-2050-wind25,2030,1,173,0.597
availability2030-2050-wind25,2030,1,174,0.590
availability2030-2050-wind25,2030,1,175,0.594
availability2030-2050-wind25,2030,1,176,0.588
availability2030-2050-wind25,2030,1,177,0.581
availability2030-2050-wind25,2030,1,178,0.561
availability2030-2050-wind25,2030,1,179,0.575
availability2030-2050-wind25,2030,1,180,0.537
availability2030-2050-wind25,2030,1,181,0.511
availability2030-2050-wind25,2030,1,182,0.492
availability2030-2050-wind25,2030,1,183,0.483
availability2030-2050-wind25,2030,1,184,0.484
availability2030-2050-wind25,2030,1,185,0.483
availability2030-2050-wind25,2030,1,186,0.484
availability2030-2050-wind25,2030,1,187,0.485
availability2030-2050-wind25,2030,1,188,0.473
availability2030-2050-wind25,2030,1,189,0.438
availability2030-2050-wind25,2030,1,190,0.414
availability2030-2050-wind25,2030,1,191,0.408
availability2030-2050-wind25,2030,1,192,0.373
availability2030-2050-wind25,2030,1,193,0.351
availability2030-2050-wind25,2030,1,194,0.324
availability2030-2050-wind25,2030,1,195,0.313
availability2030-2050-wind25,2030,1,196,0.321
availability2030-2050-wind25,2030,1,197,0.330
availability2030-2050-wind25,2030,1,198,0.345
availability2030-2050-wind25,2030,1,199,0.366
availability2030-2050-wind25,2030,1,200,0.397
availability2030-2050-wind25,2030,1,201,0.428
availability2030-2050-wind25,2030,1,202,0.436
availability2030-2050-wind25,2030,1,203,0.411
availability2030-2050-wind25,2030,1,204,0.384
availability2030-2050-wind25,2030,1,205,0.371
availability2030-2050-wind25,2030,1,206,0.381
availability2030-2050-wind25,2030,1,207,0.424
availability2030-2050-wind25,2030,1,208,0.495
availability2030-2050-wind25,2030,1,209,0.521
availability2030-2050-wind25,2030,1,210,0.553
availability2030-2050-wind25,2030,1,211,0.605
availability2030-2050-wind25,2030,1,212,0.654
availability2030-2050-wind25,2030,1,213,0.724
availability2030-2050-wind25,2030,1,214,0.770
availability2030-2050-wind25,2030,1,215,0.807
availability2030-2050-wind25,2030,1,216,0.834
availability2030-2050-wind25,2030,1,217,0.861
availability2030-2050-wind25,2030,1,218,0.857
availability2030-2050-wind25,2030,1,219,0.860
availability2030-2050-wind25,2030,1,220,0.857
availability2030-2050-wind25,2030,1,221,0.873
availability2030-2050-wind25,2030,1,222,0.881
availability2030-2050-wind25,2030,1,223,0.878
availability2030-2050-wind25,2030,1,224,0.868
availability2030-2050-wind25,2030,1,225,0.859
availability2030-2050-wind25,2030,1,226,0.875
availability2030-2050-wind25,2030,1,227,0.905
availability2030-2050-wind25,2030,1,228,0.929
availability2030-2050-wind25,2030,1,229,0.938
availability2030-2050-wind25,2030,1,230,0.944
availability2030-2050-wind25,2030,1,231,0.948
availability2030-2050-wind25,2030,1,232,0.950
availability2030-2050-wind25,2030,1,233,0.950
availability2030-2050-wind25,2030,1,234,0.950
availability2030-2050-wind25,2030,1,235,0.948
availability2030-2050-wind25,2030,1,236,0.935
availability2030-2050-wind25,2030,1,237,0.912
availability2030-2050-wind25,2030,1,238,0.889
availability2030-2050-wind25,2030,1,239,0.854
availability2030-2050-wind25,2030,1,240,0.831
availability2030-2050-wind25,2030,1,241,0.819
availability2030-2050-wind25,2030,1,242,0.822
availability2030-2050-wind25,2030,1,243,0.826
availability2030-2050-wind25,2030,1,244,0.847
availability2030-2050-wind25,2030,1,245,0.874
availability2030-2050-wind25,2030,1,246,0.896
availability2030-2050-wind25,2030,1,247,0.920
availability2030-2050-wind25,2030,1,248,0.942
availability2030-2050-wind25,2030,1,249,0.946
availability2030-2050-wind25,2030,1,250,0.948
availability2030-2050-wind25,2030,1,251,0.949
availability2030-2050-wind25,2030,1,252,0.946
availability2030-2050-wind25,2030,1,253,0.934
availability2030-2050-wind25,2030,1,254,0.906
availability2030-2050-wind25,2030,1,255,0.860
availability2030-2050-wind25,2030,1,256,0.831
availability2030-2050-wind25,2030,1,257,0.820
availability2030-2050-wind25,2030,1,258,0.815
availability2030-2050-wind25,2030,1,259,0.811
availability2030-2050-wind25,2030,1,260,0.797
availability2030-2050-wind25,2030,1,261,0.761
availability2030-2050-wind25,2030,1,262,0.727
availability2030-2050-wind25,2030,1,263,0.720
availability2030-2050-wind25,2030,1,264,0.713
availability2030-2050-wind25,2030,1,265,0.655
availability2030-2050-wind25,2030,1,266,0.612
availability2030-2050-wind25,2030,1,267,0.624
availability2030-2050-wind25,2030,1,268,0.623
availability2030-2050-wind25,2030,1,269,0.597
availability2030-2050-wind25,2030,1,270,0.575
availability2030-2050-wind25,2030,1,271,0.584
availability2030-2050-wind25,2030,1,272,0.616
availability2030-2050-wind25,2030,1,273,0.651
availability2030-2050-wind25,2030,1,274,0.678
availability2030-2050-wind25,2030,1,275,0.716
availability2030-2050-wind25,2030,1,276,0.772
availability2030-2050-wind25,2030,1,277,0.801
availability2030-2050-wind25,2030,1,278,0.779
availability2030-2050-wind25,2030,1,279,0.746
availability2030-2050-wind25,2030,1,280,0.721
availability2030-2050-wind25,2030,1,281,0.722
availability2030-2050-wind25,2030,1,282,0.760
availability2030-2050-wind25,2030,1,283,0.839
availability2030-2050-wind25,2030,1,284,0.873
availability2030-2050-wind25,2030,1,285,0.879
availability2030-2050-wind25,2030,1,286,0.858
availability2030-2050-wind25,2030,1,287,0.812
availability2030-2050-wind25,2030,1,288,0.793
availability2030-2050-wind25,2030,1,289,0.766
availability2030-2050-wind25,2030,1,290,0.743
availability2030-2050-wind25,2030,1,291,0.737
availability2030-2050-wind25,2030,1,292,0.764
availability2030-2050-wind25,2030,1,293,0.808
availability2030-2050-wind25,2030,1,294,0.829
availability2030-2050-wind25,2030,1,295,0.837
availability2030-2050-wind25,2030,1,296,0.836
availability2030-2050-wind25,2030,1,297,0.846
availability2030-2050-wind25,2030,1,298,0.859
availability2030-2050-wind25,2030,1,299,0.824
availability2030-2050-wind25,2030,1,300,0.847
availability2030-2050-wind25,2030,1,301,0.862
availability2030-2050-wind25,2030,1,302,0.861
availability2030-2050-wind25,2030,1,303,0.863
availability2030-2050-wind25,2030,1,304,0.867
availability2030-2050-wind25,2030,1,305,0.872
availability2030-2050-wind25,2030,1,306,0.879
availability2030-2050-wind25,2030,1,307,0.891
availability2030-2050-wind25,2030,1,308,0.895
availability2030-2050-wind25,2030,1,309,0.887
availability2030-2050-wind25,2030,1,310,0.869
availability2030-2050-wind25,2030,1,311,0.838
availability2030-2050-wind25,2030,1,312,0.852
availability2030-2050-wind25,2030,1,313,0.848
availability2030-2050-wind25,2030,1,314,0.804
availability2030-2050-wind25,2030,1,315,0.766
availability2030-2050-wind25,2030,1,316,0.757
availability2030-2050-wind25,2030,1,317,0.781
availability2030-2050-wind25,2030,1,318,0.782
availability2030-2050-wind25,2030,1,319,0.764
availability2030-2050-wind25,2030,1,320,0.742
availability2030-2050-wind25,2030,1,321,0.698
availability2030-2050-wind25,2030,1,322,0.659
availability2030-2050-wind25,2030,1,323,0.587
availability2030-2050-wind25,2030,1,324,0.613
availability2030-2050-wind25,2030,1,325,0.634
availability2030-2050-wind25,2030,1,326,0.659
availability2030-2050-wind25,2030,1,327,0.657
availability2030-2050-wind25,2030,1,328,0.665
availability2030-2050-wind25,2030,1,329,0.681
availability2030-2050-wind25,2030,1,330,0.726
availability2030-2050-wind25,2030,1,331,0.750
availability2030-2050-wind25,2030,1,332,0.769
availability2030-2050-wind25,2030,1,333,0.776
availability2030-2050-wind25,2030,1,334,0.778
availability2030-2050-wind25,2030,1,335,0.752
availability2030-2050-wind25,2030,1,336,0.767
availability2030-2050-wind25,2030,1,337,0.772
availability2030-2050-wind25,2030,1,338,0.790
availability2030-2050-wind25,2030,1,339,0.789
availability2030-2050-wind25,2030,1,340,0.785
availability2030-2050-wind25,2030,1,341,0.759
availability2030-2050-wind25,2030,1,342,0.746
availability2030-2050-wind25,2030,1,343,0.740
availability2030-2050-wind25,2030,1,344,0.741
availability2030-2050-wind25,2030,1,345,0.738
availability2030-2050-wind25,2030,1,346,0.739
availability2030-2050-wind25,2030,1,347,0.645
availability2030-2050-wind25,2030,1,348,0.642
availability2030-2050-wind25,2030,1,349,0.672
availability2030-2050-wind25,2030,1,350,0.688
availability2030-2050-wind25,2030,1,351,0.695
availability2030-2050-wind25,2030,1,352,0.666
availability2030-2050-wind25,2030,1,353,0.671
availability2030-2050-wind25,2030,1,354,0.680
availability2030-2050-wind25,2030,1,355,0.692
availability2030-2050-wind25,2030,1,356,0.708
availability2030-2050-wind25,2030,1,357,0.691
availability2030-2050-wind25,2030,1,358,0.673
availability2030-2050-wind25,2030,1,359,0.612
availability2030-2050-wind25,2030,1,360,0.582
availability2030-2050-wind25,2030,1,361,0.589
availability2030-2050-wind25,2030,1,362,0.603
availability2030-2050-wind25,2030,1,363,0.637
availability2030-2050-wind25,2030,1,364,0.649
availability2030-2050-wind25,2030,1,365,0.643
availability2030-2050-wind25,2030,1,366,0.630
availability2030-2050-wind25,2030,1,367,0.608
availability2030-2050-wind25,2030,1,368,0.630
availability2030-2050-wind25,2030,1,369,0.664
availability2030-2050-wind25,2030,1,370,0.714
availability2030-2050-wind25,2030,1,371,0.693
availability2030-2050-wind25,2030,1,372,0.704
availability2030-2050-wind25,2030,1,373,0.725
availability2030-2050-wind25,2030,1,374,0.745
availability2030-2050-wind25,2030,1,375,0.767
availability2030-2050-wind25,2030,1,376,0.796
availability2030-2050-wind25,2030,1,377,0.828
availability2030-2050-wind25,2030,1,378,0.869
availability2030-2050-wind25,2030,1,379,0.910
availability2030-2050-wind25,2030,1,380,0.918
availability2030-2050-wind25,2030,1,381,0.917
availability2030-2050-wind25,2030,1,382,0.913
availability2030-2050-wind25,2030,1,383,0.874
availability2030-2050-wind25,2030,1,384,0.850
availability2030-2050-wind25,2030,1,385,0.849
availability2030-2050-wind25,2030,1,386,0.843
availability2030-2050-wind25,2030,1,387,0.841
availability2030-2050-wind25,2030,1,388,0.852
availability2030-2050-wind25,2030,1,389,0.889
availability2030-2050-wind25,2030,1,390,0.906
availability2030-2050-wind25,2030,1,391,0.901
availability2030-2050-wind25,2030,1,392,0.890
availability2030-2050-wind25,2030,1,393,0.874
availability2030-2050-wind25,2030,1,394,0.831
availability2030-2050-wind25,2030,1,395,0.761
availability2030-2050-wind25,2030,1,396,0.717
availability2030-2050-wind25,2030,1,397,0.721
availability2030-2050-wind25,2030,1,398,0.723
availability2030-2050-wind25,2030,1,399,0.692
availability2030-2050-wind25,2030,1,400,0.631
availability2030-2050-wind25,2030,1,401,0.554
availability2030-2050-wind25,2030,1,402,0.515
availability2030-2050-wind25,2030,1,403,0.483
availability2030-2050-wind25,2030,1,404,0.457
availability2030-2050-wind25,2030,1,405,0.456
availability2030-2050-wind25,2030,1,406,0.505
availability2030-2050-wind25,2030,1,407,0.526
availability2030-2050-wind25,2030,1,408,0.550
availability2030-2050-wind25,2030,1,409,0.567
availability2030-2050-wind25,2030,1,410,0.568
availability2030-2050-wind25,2030,1,411,0.564
availability2030-2050-wind25,2030,1,412,0.533
availability2030-2050-wind25,2030,1,413,0.462
availability2030-2050-wind25,2030,1,414,0.414
availability2030-2050-wind25,2030,1,415,0.365
availability2030-2050-wind25,2030,1,416,0.321
availability2030-2050-wind25,2030,1,417,0.275
availability2030-2050-wind25,2030,1,418,0.254
availability2030-2050-wind25,2030,1,419,0.311
availability2030-2050-wind25,2030,1,420,0.339
availability2030-2050-wind25,2030,1,421,0.350
availability2030-2050-wind25,2030,1,422,0.339
availability2030-2050-wind25,2030,1,423,0.331
availability2030-2050-wind25,2030,1,424,0.327
availability2030-2050-wind25,2030,1,425,0.344
availability2030-2050-wind25,2030,1,426,0.359
availability2030-2050-wind25,2030,1,427,0.360
availability2030-2050-wind25,2030,1,428,0.341
availability2030-2050-wind25,2030,1,429,0.402
availability2030-2050-wind25,2030,1,430,0.433
availability2030-2050-wind25,2030,1,431,0.482
availability2030-2050-wind25,2030,1,432,0.497
availability2030-2050-wind25,2030,1,433,0.552
availability2030-2050-wind25,2030,1,434,0.622
availability2030-2050-wind25,2030,1,435,0.688
availability2030-2050-wind25,2030,1,436,0.737
availability2030-2050-wind25,2030,1,437,0.770
availability2030-2050-wind25,2030,1,438,0.796
availability2030-2050-wind25,2030,1,439,0.809
availability2030-2050-wind25,2030,1,440,0.825
availability2030-2050-wind25,2030,1,441,0.839
availability2030-2050-wind25,2030,1,442,0.852
availability2030-2050-wind25,2030,1,443,0.867
availability2030-2050-wind25,2030,1,444,0.882
availability2030-2050-wind25,2030,1,445,0.889
availability2030-2050-wind25,2030,1,446,0.890
availability2030-2050-wind25,2030,1,447,0.877
availability2030-2050-wind25,2030,1,448,0.854
availability2030-2050-wind25,2030,1,449,0.838
availability2030-2050-wind25,2030,1,450,0.833
availability2030-2050-wind25,2030,1,451,0.825
availability2030-2050-wind25,2030,1,452,0.824
availability2030-2050-wind25,2030,1,453,0.824
availability2030-2050-wind25,2030,1,454,0.829
availability2030-2050-wind25,2030,1,455,0.843
availability2030-2050-wind25,2030,1,456,0.848
availability2030-2050-wind25,2030,1,457,0.863
availability2030-2050-wind25,2030,1,458,0.872
availability2030-2050-wind25,2030,1,459,0.844
availability2030-2050-wind25,2030,1,460,0.864
availability2030-2050-wind25,2030,1,461,0.893
availability2030-2050-wind25,2030,1,462,0.913
availability2030-2050-wind25,2030,1,463,0.908
availability2030-2050-wind25,2030,1,464,0.912
availability2030-2050-wind25,2030,1,465,0.927
availability2030-2050-wind25,2030,1,466,0.932
availability2030-2050-wind25,2030,1,467,0.917
availability2030-2050-wind25,2030,1,468,0.910
availability2030-2050-wind25,2030,1,469,0.884
availability2030-2050-wind25,2030,1,470,0.908
availability2030-2050-wind25,2030,1,471,0.921
availability2030-2050-wind25,2030,1,472,0.928
availability2030-2050-wind25,2030,1,473,0.924
availability2030-2050-wind25,2030,1,474,0.920
availability2030-2050-wind25,2030,1,475,0.901
availability2030-2050-wind25,2030,1,476,0.834
availability2030-2050-wind25,2030,1,477,0.772
availability2030-2050-wind25,2030,1,478,0.717
availability2030-2050-wind25,2030,1,479,0.666
availability2030-2050-wind25,2030,1,480,0.638
availability2030-2050-wind25,2030,1,481,0.675
availability2030-2050-wind25,2030,1,482,0.721
availability2030-2050-wind25,2030,1,483,0.778
availability2030-2050-wind25,2030,1,484,0.832
availability2030-2050-wind25,2030,1,485,0.807
availability2030-2050-wind25,2030,1,486,0.727
availability2030-2050-wind25,2030,1,487,0.666
availability2030-2050-wind25,2030,1,488,0.645
availability2030-2050-wind25,2030,1,489,0.646
availability2030-2050-wind25,2030,1,490,0.634
availability2030-2050-wind25,2030,1,491,0.645
availability2030-2050-wind25,2030,1,492,0.675
availability2030-2050-wind25,2030,1,493,0.699
availability2030-2050-wind25,2030,1,494,0.738
availability2030-2050-wind25,2030,1,495,0.783
availability2030-2050-wind25,2030,1,496,0.803
availability2030-2050-wind25,2030,1,497,0.794
availability2030-2050-wind25,2030,1,498,0.759
availability2030-2050-wind25,2030,1,499,0.721
availability2030-2050-wind25,2030,1,500,0.644
availability2030-2050-wind25,2030,1,501,0.546
availability2030-2050-wind25,2030,1,502,0.512
availability2030-2050-wind25,2030,1,503,0.453
availability2030-2050-wind25,2030,1,504,0.421
availability2030-2050-wind25,2030,1,505,0.379
availability2030-2050-wind25,2030,1,506,0.355
availability2030-2050-wind25,2030,1,507,0.340
availability2030-2050-wind25,2030,1,508,0.326
availability2030-2050-wind25,2030,1,509,0.321
availability2030-2050-wind25,2030,1,510,0.307
availability2030-2050-wind25,2030,1,511,0.299
availability2030-2050-wind25,2030,1,512,0.306
availability2030-2050-wind25,2030,1,513,0.329
availability2030-2050-wind25,2030,1,514,0.346
availability2030-2050-wind25,2030,1,515,0.382
availability2030-2050-wind25,2030,1,516,0.379
availability2030-2050-wind25,2030,1,517,0.368
availability2030-2050-wind25,2030,1,518,0.353
availability2030-2050-wind25,2030,1,519,0.331
availability2030-2050-wind25,2030,1,520,0.295
availability2030-2050-wind25,2030,1,521,0.270
availability2030-2050-wind25,2030,1,522,0.265
availability2030-2050-wind25,2030,1,523,0.278
availability2030-2050-wind25,2030,1,524,0.296
availability2030-2050-wind25,2030,1,525,0.311
availability2030-2050-wind25,2030,1,526,0.338
availability2030-2050-wind25,2030,1,527,0.424
availability2030-2050-wind25,2030,1,528,0.439
availability2030-2050-wind25,2030,1,529,0.434
availability2030-2050-wind25,2030,1,530,0.438
availability2030-2050-wind25,2030,1,531,0.472
availability2030-2050-wind25,2030,1,532,0.511
availability2030-2050-wind25,2030,1,533,0.521
availability2030-2050-wind25,2030,1,534,0.536
availability2030-2050-wind25,2030,1,535,0.548
availability2030-2050-wind25,2030,1,536,0.566
availability2030-2050-wind25,2030,1,537,0.579
availability2030-2050-wind25,2030,1,538,0.605
availability2030-2050-wind25,2030,1,539,0.612
availability2030-2050-wind25,2030,1,540,0.619
availability2030-2050-wind25,2030,1,541,0.600
availability2030-2050-wind25,2030,1,542,0.583
availability2030-2050-wind25,2030,1,543,0.588
availability2030-2050-wind25,2030,1,544,0.615
availability2030-2050-wind25,2030,1,545,0.645
availability2030-2050-wind25,2030,1,546,0.681
availability2030-2050-wind25,2030,1,547,0.708
availability2030-2050-wind25,2030,1,548,0.733
availability2030-2050-wind25,2030,1,549,0.744
availability2030-2050-wind25,2030,1,550,0.753
availability2030-2050-wind25,2030,1,551,0.734
availability2030-2050-wind25,2030,1,552,0.726
availability2030-2050-wind25,2030,1,553,0.717
availability2030-2050-wind25,2030,1,554,0.703
availability2030-2050-wind25,2030,1,555,0.697
availability2030-2050-wind25,2030,1,556,0.688
availability2030-2050-wind25,2030,1,557,0.670
availability2030-2050-wind25,2030,1,558,0.663
availability2030-2050-wind25,2030,1,559,0.643
availability2030-2050-wind25,2030,1,560,0.605
availability2030-2050-wind25,2030,1,561,0.572
availability2030-2050-wind25,2030,1,562,0.554
availability2030-2050-wind25,2030,1,563,0.511
availability2030-2050-wind25,2030,1,564,0.498
availability2030-2050-wind25,2030,1,565,0.490
availability2030-2050-wind25,2030,1,566,0.486
availability2030-2050-wind25,2030,1,567,0.465
availability2030-2050-wind25,2030,1,568,0.439
availability2030-2050-wind25,2030,1,569,0.428
availability2030-2050-wind25,2030,1,570,0.446
availability2030-2050-wind25,2030,1,571,0.461
availability2030-2050-wind25,2030,1,572,0.470
availability2030-2050-wind25,2030,1,573,0.483
availability2030-2050-wind25,2030,1,574,0.479
availability2030-2050-wind25,2030,1,575,0.450
availability2030-2050-wind25,2030,1,576,0.473
availability2030-2050-wind25,2030,1,577,0.505
availability2030-2050-wind25,2030,1,578,0.540
availability2030-2050-wind25,2030,1,579,0.547
availability2030-2050-wind25,2030,1,580,0.553
availability2030-2050-wind25,2030,1,581,0.567
availability2030-2050-wind25,2030,1,582,0.583
availability2030-2050-wind25,2030,1,583,0.591
availability2030-2050-wind25,2030,1,584,0.607
availability2030-2050-wind25,2030,1,585,0.645
availability2030-2050-wind25,2030,1,586,0.679
availability2030-2050-wind25,2030,1,587,0.679
availability2030-2050-wind25,2030,1,588,0.686
availability2030-2050-wind25,2030,1,589,0.686
availability2030-2050-wind25,2030,1,590,0.694
availability2030-2050-wind25,2030,1,591,0.703
availability2030-2050-wind25,2030,1,592,0.707
availability2030-2050-wind25,2030,1,593,0.709
availability2030-2050-wind25,2030,1,594,0.706
availability2030-2050-wind25,2030,1,595,0.704
availability2030-2050-wind25,2030,1,596,0.704
availability2030-2050-wind25,2030,1,597,0.704
availability2030-2050-wind25,2030,1,598,0.701
availability2030-2050-wind25,2030,1,599,0.710
availability2030-2050-wind25,2030,1,600,0.707
availability2030-2050-wind25,2030,1,601,0.705
availability2030-2050-wind25,2030,1,602,0.701
availability2030-2050-wind25,2030,1,603,0.697
availability2030-2050-wind25,2030,1,604,0.690
availability2030-2050-wind25,2030,1,605,0.678
availability2030-2050-wind25,2030,1,606,0.659
availability2030-2050-wind25,2030,1,607,0.633
